student_id,tutor_id,lr_score,cf_score,hybrid
1,1,0.41955911270857404,3.8715999388982105,1.8003754431844288
1,2,0.48890710202344734,2.3195185341549647,1.2211516748760542
1,3,0.5136959180566671,4.469439491117568,2.0959933472810275
1,4,0.4959219177643221,3.170948146646762,1.565932409317298
1,5,0.3880658720953372,2.105385538784856,1.0749937387711448
1,6,0.3787433469369237,2.3127818364549872,1.152358742744149
1,7,0.3898664569635176,2.454497928867916,1.215719045725277
1,8,0.38958694931389476,2.870392964417986,1.3819093553555315
1,9,0.450430357389238,2.7598895534315213,1.3742140358061514
1,10,0.4169273505207256,3.2699225415769715,1.558125426943224
1,11,0.5268837736663352,3.1454131072660134,1.5742955071062066
1,12,0.44686162447408045,4.023027448543912,1.8773279541020131
1,13,0.4297256346940844,3.0671903819501054,1.4847115335964929
1,14,0.5005510043431571,3.4463756423057332,1.6788808595281877
1,15,0.3876648172820256,3.1297319893731137,1.484491686118461
1,16,0.4245601819862925,2.245491805379855,1.1529328313437177
1,17,0.3951659842954008,3.963267513491202,1.8224065959737212
1,18,0.3744069628111342,1.5658034425175194,0.8509655546936883
1,19,0.46308047539099323,1.7209132596539072,0.9662135890961588
1,20,0.43414483691521794,2.301478149207988,1.181078161832326
2,1,0.4214295452244099,3.954643144374794,1.8347149848845636
2,2,0.4853320381501888,1.943805117236686,1.0687212697847877
2,3,0.5131680501936607,3.7751640711124392,1.8179664585611723
2,4,0.49784079576310986,3.528386079220978,1.710058909146257
2,5,0.3862446630463992,2.6711670723137773,1.3002136267533506
2,6,0.3821161953484173,2.6377082640248726,1.2843530228189994
2,7,0.3932756554775518,2.19313043640197,1.113217567847319
2,8,0.39299527798351414,2.739382718457916,1.3315502541732749
2,9,0.4539751031859427,3.6221715524095277,1.7212536828753766
2,10,0.42041013154097817,2.4257408028501235,1.2225424000646363
2,11,0.5304494520941596,3.10938549193224,1.5620238680293919
2,12,0.45040130244357174,4.333270648466095,2.003549040852581
2,13,0.4316076887345645,2.538873953217671,1.2745141945278071
2,14,0.5025633685244771,3.10266514815804,1.5426040803779024
2,15,0.3842734518211204,2.2779046945372734,1.1417259489075817
2,16,0.4210679977854975,2.2705524125021626,1.1608617636721634
2,17,0.3985912502188837,3.8477497726786987,1.77825465920281
2,18,0.3772090140782653,1.7747224804619652,0.9362144006317453
2,19,0.45406915098527495,2.584128232188941,1.3060927834667415
2,20,0.437188953584373,2.8426262580372974,1.3993638753655429
3,1,0.42581269913179726,3.6109627013149517,1.699872700005059
3,2,0.5206609655820843,2.138332557570115,1.1677296023772965
3,3,0.5146056457971067,3.68661991573881,1.7834113537737881
3,4,0.5386051102256707,2.6639700443747705,1.3887510838853105
3,5,0.42221729754112525,3.2085234637160593,1.5367397640110991
3,6,0.3778868153277958,2.4875699101449875,1.2217600532546726
3,7,0.4240665303193678,3.2734920659493705,1.5638367445713688
3,8,0.3887212388179004,3.594943958905634,1.6712103268529939
3,9,0.4085475174069455,3.470775339316799,1.633438646170887
3,10,0.3760282331219495,3.5344104164811534,1.6393811064656312
3,11,0.4896473410919255,2.749373415943568,1.3935377710325825
3,12,0.4120599343928335,3.2024407505763834,1.5282122608662534
3,13,0.4006501681119138,3.2046362471569894,1.522244599729944
3,14,0.4959651411622477,3.820643900752835,1.8258366449984829
3,15,0.4235826603036819,3.1083863790013884,1.4975041477827646
3,16,0.4613210762480716,4.722014403430342,2.1655984071209797
